order_id,customer_id,restaurant_id,order_date,order_hour,is_weekend,cuisine,order_value,delivery_fee,discount,promo_code,distance_km,traffic_condition,driver_id,delivery_time_min,delivery_rating,weather,status
O049478,C01098,R0028,2024-02-10,20,1,Biryani,99,43,0,NONE,5.01,Low,D0053,54.0,3.0,Clear,Delivered
O049479,C04982,R0362,2024-06-15,21,1,Biryani,91,16,0,NONE,1.84,Heavy,D0598,21.0,5.0,Clear,Delivered
O049480,C04903,R0335,2024-12-13,18,0,Chinese,113,29,0,NONE,4.69,Heavy,,,,Rain,Cancelled
O049481,C03352,R0777,2024-08-16,13,0,Biryani,99,17,20,WELCOME20,1.98,Low,D0002,36.0,2.0,Clear,Delivered
O049482,C03819,R0343,2024-12-07,19,1,Chinese,181,19,36,WELCOME20,2.56,Heavy,D0213,35.0,4.0,Clear,Delivered
O049483,C03231,R0145,2024-01-10,8,0,Chinese,313,26,0,NONE,2.32,Low,D0495,19.0,5.0,Clear,Delivered
O049484,C03757,R0261,2024-07-31,8,0,Italian,85,30,8,SAVE50,3.5,Heavy,D0095,42.0,4.0,Clear,Delivered
O049485,C02827,R0350,2024-09-17,22,0,Pizza,278,49,0,NONE,10.06,Heavy,D0578,54.0,4.0,Clear,Delivered
O049486,C01204,R0213,2024-05-06,20,0,Pizza,192,17,0,NONE,2.46,Heavy,D0355,28.0,3.0,Clear,Delivered
O049487,C01167,R0197,2024-02-16,16,0,Healthy,97,32,10,FEST10,5.68,Moderate,D0410,45.0,2.0,Clear,Delivered
O049488,C04489,R0086,2024-02-03,21,1,Healthy,223,23,0,NONE,0.85,Low,D0439,40.0,3.0,Clear,Delivered
O049489,C01989,R0158,2024-07-21,13,1,North Indian,79,39,0,NONE,3.7,Heavy,D0145,61.0,1.0,Rain,Delivered
O049490,C01801,R0694,2024-03-13,22,0,North Indian,318,15,0,NONE,2.61,Moderate,D0044,51.0,2.0,Rain,Delivered
O049491,C04539,R0562,2024-01-20,8,1,South Indian,126,22,25,WELCOME20,1.47,Moderate,D0082,43.0,3.0,Rain,Delivered
O049492,C02311,R0315,2024-11-06,19,0,Chinese,204,34,0,NONE,6.08,Heavy,D0526,54.0,2.0,Clear,Delivered
O049493,C02822,R0686,2024-10-27,3,1,Pizza,262,30,0,NONE,3.22,Heavy,D0568,33.0,4.0,Clear,Delivered
O049494,C01213,R0126,2024-10-06,19,1,Cafe,79,22,8,SAVE50,1.1,Moderate,D0141,34.0,3.0,Clear,Delivered
O049495,C03977,R0744,2024-07-23,21,0,Italian,228,44,0,NONE,4.28,Moderate,D0211,51.0,2.0,Rain,Delivered
O049496,C02855,R0332,2024-07-12,21,0,North Indian,90,44,0,NONE,4.12,Heavy,D0441,37.0,3.0,Clear,Delivered
O049497,C03908,R0672,2024-07-24,21,0,Mexican,129,62,13,SAVE50,13.32,Heavy,D0315,82.0,1.0,Clear,Delivered
O049498,C02979,R0388,2024-10-15,21,0,South Indian,236,17,24,SAVE50,1.52,Low,D0206,31.0,3.0,Clear,Delivered
O049499,C00447,R0456,2024-09-03,20,0,Italian,176,61,18,SAVE50,14.0,Low,D0042,95.0,1.0,Rain,Delivered
O049500,C01841,R0227,2024-02-24,12,1,North Indian,248,27,0,NONE,1.01,Low,D0028,34.0,3.0,Clear,Delivered
O049501,C02877,R0003,2024-05-10,19,0,South Indian,123,26,12,FEST10,0.75,Moderate,D0149,26.0,3.0,Clear,Delivered
O049502,C03916,R0556,2024-09-12,22,0,North Indian,142,34,0,NONE,4.6,Heavy,D0578,57.0,2.0,Clear,Delivered
O049503,C03555,R0208,2024-07-25,13,0,Pizza,203,36,0,NONE,3.58,Moderate,D0002,51.0,3.0,Clear,Delivered
O049504,C00346,R0339,2024-12-11,10,0,Chinese,378,25,0,NONE,4.55,Low,,,,Clear,Cancelled
O049505,C04961,R0269,2024-04-14,20,1,South Indian,150,26,0,NONE,5.6,Low,D0148,61.0,2.0,Rain,Delivered
O049506,C00234,R0710,2024-09-27,23,0,Mexican,79,22,0,NONE,2.14,Low,D0474,18.0,5.0,Clear,Delivered
O049507,C00847,R0304,2024-09-22,1,1,Desserts,144,26,29,WELCOME20,1.02,Heavy,D0067,14.0,4.0,Clear,Delivered
O049508,C01577,R0296,2024-10-09,16,0,Korean,453,52,0,NONE,14.0,Low,D0168,75.0,1.0,Rain,Delivered
O049509,C00601,R0192,2024-08-28,0,0,Continental,263,21,26,SAVE50,0.49,Heavy,D0392,29.0,4.0,Rain,Delivered
O049510,C01869,R0526,2024-11-28,18,0,Chinese,268,27,0,NONE,2.24,Moderate,D0059,27.0,4.0,Clear,Delivered
O049511,C04852,R0172,2024-10-19,7,1,Pizza,291,40,58,WELCOME20,7.75,Low,D0043,46.0,3.0,Clear,Delivered
O049512,C00814,R0574,2024-11-01,19,0,Rolls & Wraps,281,16,0,NONE,2.64,Low,D0376,52.0,3.0,Rain,Delivered
O049513,C03215,R0674,2024-06-15,12,1,Chinese,218,20,0,NONE,1.47,Heavy,D0582,37.0,3.0,Clear,Delivered
O049514,C04839,R0070,2024-01-27,20,1,South Indian,347,62,35,SAVE50,14.0,Heavy,D0436,95.0,1.0,Clear,Delivered
O049515,C01062,R0058,2024-07-23,20,0,South Indian,291,41,0,NONE,14.0,Low,D0307,76.0,1.0,Clear,Delivered
O049516,C01863,R0543,2024-06-28,22,0,Burgers,79,39,0,NONE,3.5,Low,,,,Clear,Cancelled
O049517,C02916,R0045,2024-12-10,19,0,Biryani,244,22,0,NONE,1.51,Heavy,D0229,19.0,5.0,Clear,Delivered
O049518,C00246,R0295,2024-09-10,12,0,Biryani,160,41,32,WELCOME20,6.15,Heavy,D0370,55.0,1.0,Clear,Delivered
O049519,C04832,R0769,2024-10-22,13,0,Burgers,221,29,0,NONE,1.84,Heavy,D0071,29.0,4.0,Clear,Delivered
O049520,C02647,R0622,2024-09-18,20,0,Burgers,248,39,0,NONE,3.78,Low,D0472,24.0,5.0,Clear,Delivered
O049521,C01064,R0188,2024-08-25,16,1,Italian,232,27,0,NONE,4.25,Heavy,D0211,41.0,3.0,Clear,Delivered
O049522,C02518,R0352,2024-12-06,20,0,Mexican,163,59,33,WELCOME20,7.48,Low,D0036,60.0,3.0,Clear,Delivered
O049523,C00224,R0287,2024-01-26,21,0,Continental,211,32,0,NONE,3.5,Heavy,D0333,48.0,3.0,Rain,Delivered
O049524,C01907,R0389,2024-11-22,19,0,Biryani,155,55,16,SAVE50,9.42,Moderate,D0398,75.0,1.0,Rain,Delivered
O049525,C03719,R0211,2024-10-27,8,1,Rolls & Wraps,187,17,0,NONE,1.67,Low,D0482,26.0,4.0,Clear,Delivered
O049526,C00202,R0505,2024-12-29,19,1,Chinese,98,32,20,WELCOME20,3.61,Heavy,D0554,43.0,4.0,Clear,Delivered
O049527,C02863,R0631,2024-02-20,18,0,Seafood,189,27,0,NONE,4.47,Low,D0187,45.0,2.0,Rain,Delivered
O049528,C00622,R0397,2024-11-10,10,1,North Indian,88,17,0,NONE,2.45,Low,D0098,37.0,5.0,Clear,Delivered
O049529,C04711,R0548,2024-04-01,15,0,Chinese,107,40,21,WELCOME20,4.2,Low,D0069,28.0,4.0,Rain,Delivered
O049530,C01098,R0289,2024-01-24,12,0,Pizza,131,20,0,NONE,2.7,Heavy,D0155,55.0,1.0,Clear,Delivered
O049531,C02594,R0240,2024-04-04,20,0,North Indian,163,25,0,NONE,0.92,Moderate,D0196,28.0,3.0,Rain,Delivered
O049532,C02438,R0467,2024-02-25,8,1,Chinese,324,44,0,NONE,3.58,Heavy,D0329,40.0,4.0,Clear,Delivered
O049533,C02926,R0058,2024-04-17,8,0,Cafe,207,41,21,FEST10,4.32,Low,D0391,32.0,4.0,Clear,Delivered
O049534,C02245,R0761,2024-12-06,18,0,Korean,157,20,16,FEST10,0.77,Low,D0460,28.0,3.0,Clear,Delivered
O049535,C03198,R0569,2024-09-01,20,1,Pizza,318,21,0,NONE,0.73,Low,D0476,29.0,4.0,Clear,Delivered
O049536,C04046,R0667,2024-08-01,19,0,South Indian,94,18,0,NONE,1.9,Low,D0062,30.0,3.0,Rain,Delivered
O049537,C02988,R0139,2024-11-22,20,0,Biryani,212,17,21,SAVE50,2.62,Low,D0310,53.0,2.0,Rain,Delivered
O049538,C01563,R0269,2024-12-01,12,1,Burgers,84,45,0,NONE,9.91,Moderate,D0369,90.0,1.0,Rain,Delivered
O049539,C04275,R0260,2024-12-21,17,1,Continental,165,28,16,FEST10,2.36,Moderate,D0540,41.0,3.0,Clear,Delivered
O049540,C00713,R0022,2024-11-23,20,1,Chinese,247,33,25,SAVE50,5.35,Moderate,D0064,43.0,4.0,Clear,Delivered
O049541,C04739,R0365,2024-11-02,11,1,Desserts,192,23,0,NONE,2.71,Moderate,D0131,30.0,4.0,Clear,Delivered
O049542,C03399,R0595,2024-01-13,14,1,Chinese,151,59,15,FEST10,10.66,Low,D0457,75.0,1.0,Clear,Delivered
O049543,C03360,R0560,2024-07-27,17,1,Biryani,107,34,11,FEST10,3.57,Heavy,,,,Clear,Cancelled
O049544,C03106,R0789,2024-05-26,22,1,Seafood,103,18,10,FEST10,2.24,Moderate,,,,Rain,Cancelled
O049545,C01952,R0683,2024-01-24,21,0,Burgers,241,23,48,WELCOME20,1.18,Heavy,D0208,39.0,3.0,Clear,Delivered
O049546,C00252,R0794,2024-02-04,5,1,Italian,79,37,0,NONE,12.15,Heavy,D0473,72.0,3.0,Clear,Delivered
O049547,C00857,R0476,2024-06-09,13,1,Pizza,175,37,18,SAVE50,14.0,Low,D0343,90.0,1.0,Clear,Delivered
O049548,C00570,R0745,2024-12-15,19,1,Healthy,79,25,0,NONE,1.14,Low,D0092,25.0,4.0,Clear,Delivered
O049549,C03192,R0518,2024-06-18,20,0,Italian,122,42,0,NONE,7.05,Heavy,D0125,44.0,3.0,Clear,Delivered
O049550,C00202,R0294,2024-10-15,21,0,South Indian,376,28,38,SAVE50,5.79,Low,D0557,36.0,4.0,Clear,Delivered
O049551,C00612,R0560,2024-03-20,7,0,Biryani,120,51,0,NONE,14.0,Low,D0457,66.0,2.0,Clear,Delivered
O049552,C03552,R0035,2024-03-29,23,0,South Indian,178,27,18,FEST10,5.44,Moderate,D0204,38.0,3.0,Clear,Delivered
O049553,C02013,R0334,2024-11-10,18,1,North Indian,241,27,48,WELCOME20,2.64,Low,D0459,27.0,4.0,Clear,Delivered
O049554,C04378,R0162,2024-04-18,12,0,Burgers,87,62,0,NONE,14.0,Low,D0340,72.0,2.0,Clear,Delivered
O049555,C02892,R0467,2024-08-30,20,0,Desserts,204,41,0,NONE,4.62,Heavy,D0049,63.0,1.0,Rain,Delivered
O049556,C00065,R0718,2024-01-02,8,0,Chinese,236,15,24,SAVE50,1.05,Heavy,D0384,24.0,5.0,Clear,Delivered
O049557,C03500,R0656,2024-01-11,19,0,Continental,130,38,0,NONE,11.12,Low,D0290,62.0,1.0,Clear,Delivered
O049558,C00007,R0503,2024-06-26,23,0,Pizza,214,41,0,NONE,3.41,Heavy,D0423,40.0,4.0,Clear,Delivered
O049559,C03691,R0652,2024-08-08,22,0,Cafe,79,21,16,WELCOME20,1.22,Heavy,D0525,43.0,3.0,Clear,Delivered
O049560,C02812,R0392,2024-01-30,4,0,Biryani,79,24,8,FEST10,0.98,Moderate,D0388,17.0,4.0,Clear,Delivered
O049561,C03657,R0009,2024-10-21,15,0,Burgers,217,27,0,NONE,2.83,Heavy,D0124,31.0,3.0,Clear,Delivered
O049562,C02935,R0503,2024-01-25,12,0,Italian,144,26,14,FEST10,1.69,Low,D0222,41.0,2.0,Clear,Delivered
O049563,C04657,R0723,2024-09-03,20,0,Biryani,156,25,31,WELCOME20,4.94,Low,D0340,38.0,3.0,Clear,Delivered
O049564,C04907,R0502,2024-09-08,21,1,Pizza,221,23,0,NONE,0.99,Low,D0388,20.0,4.0,Clear,Delivered
O049565,C02831,R0079,2024-06-13,18,0,Desserts,222,23,0,NONE,2.09,Heavy,D0167,28.0,3.0,Clear,Delivered
O049566,C02745,R0397,2024-06-22,8,1,Biryani,129,25,0,NONE,4.36,Moderate,D0568,43.0,2.0,Clear,Delivered
O049567,C01840,R0058,2024-01-01,20,0,Healthy,278,27,0,NONE,1.31,Low,D0374,30.0,2.0,Clear,Delivered
O049568,C00491,R0554,2024-07-18,13,0,Italian,434,25,0,NONE,1.08,Moderate,,,,Rain,Cancelled
O049569,C00369,R0170,2024-04-23,20,0,South Indian,161,25,0,NONE,4.8,Low,D0553,42.0,3.0,Clear,Delivered
O049570,C04553,R0548,2024-03-25,7,0,Mexican,86,43,9,FEST10,5.59,Low,D0121,23.0,4.0,Clear,Delivered
O049571,C04998,R0038,2024-02-10,13,1,Desserts,175,58,18,SAVE50,14.0,Low,D0097,90.0,1.0,Clear,Delivered
O049572,C03665,R0237,2024-08-17,21,1,Healthy,278,19,0,NONE,2.78,Moderate,D0451,36.0,3.0,Clear,Delivered
O049573,C04915,R0578,2024-11-16,9,1,Continental,129,25,0,NONE,2.91,Heavy,,,,Clear,Cancelled
O049574,C00237,R0559,2024-02-17,21,1,North Indian,230,18,0,NONE,2.24,Low,D0450,39.0,4.0,Clear,Delivered
O049575,C03899,R0579,2024-09-29,21,1,Burgers,199,29,0,NONE,5.72,Low,D0066,71.0,2.0,Clear,Delivered
O049576,C00277,R0560,2024-06-28,12,0,Burgers,122,26,12,SAVE50,4.5,Moderate,D0545,52.0,4.0,Clear,Delivered
O049577,C00043,R0217,2024-01-05,13,0,Desserts,275,41,55,WELCOME20,3.53,Heavy,D0189,51.0,3.0,Clear,Delivered
O049578,C00755,R0467,2024-07-01,12,0,South Indian,406,25,41,SAVE50,3.58,Heavy,D0469,44.0,4.0,Clear,Delivered
O049579,C04826,R0396,2024-11-12,21,0,Chinese,238,27,0,NONE,2.03,Low,D0301,29.0,2.0,Clear,Delivered
O049580,C01271,R0486,2024-12-19,21,0,Biryani,105,59,0,NONE,14.0,Moderate,D0523,75.0,1.0,Clear,Delivered
O049581,C04208,R0544,2024-06-23,2,1,North Indian,450,22,45,SAVE50,1.98,Low,,,,Clear,Cancelled
O049582,C00578,R0785,2024-06-17,20,0,Pizza,187,61,0,NONE,12.4,Heavy,D0264,85.0,1.0,Clear,Delivered
O049583,C04191,R0027,2024-05-08,20,0,Healthy,301,29,0,NONE,2.9,Low,D0029,30.0,5.0,Clear,Delivered
O049584,C04936,R0347,2024-05-21,13,0,Italian,142,15,14,SAVE50,1.07,Moderate,D0110,23.0,4.0,Clear,Delivered
O049585,C02983,R0605,2024-06-27,21,0,Burgers,164,23,16,SAVE50,2.93,Low,,,,Clear,Cancelled
O049586,C02183,R0482,2024-01-30,18,0,South Indian,248,36,0,NONE,4.43,Moderate,D0314,33.0,3.0,Clear,Delivered
O049587,C04378,R0529,2024-08-30,14,0,Chinese,129,25,0,NONE,2.71,Low,D0136,49.0,2.0,Rain,Delivered
O049588,C00136,R0640,2024-05-13,10,0,Continental,165,43,16,SAVE50,14.0,Heavy,D0013,58.0,2.0,Clear,Delivered
O049589,C04209,R0697,2024-09-03,8,0,Italian,220,28,0,NONE,2.26,Low,D0159,20.0,4.0,Clear,Delivered
O049590,C00972,R0273,2024-08-24,23,1,North Indian,156,34,0,NONE,3.5,Heavy,D0046,30.0,5.0,Clear,Delivered
O049591,C03729,R0447,2024-11-27,13,0,Chinese,394,26,0,NONE,3.05,Heavy,D0084,35.0,3.0,Clear,Delivered
O049592,C01321,R0462,2024-04-15,18,0,Korean,146,15,0,NONE,1.78,Heavy,D0545,27.0,4.0,Clear,Delivered
O049593,C01722,R0633,2024-12-12,12,0,Rolls & Wraps,134,15,0,NONE,2.86,Heavy,D0085,27.0,3.0,Clear,Delivered
O049594,C00275,R0662,2024-09-03,4,0,Rolls & Wraps,79,40,8,SAVE50,3.57,Heavy,D0374,27.0,4.0,Clear,Delivered
O049595,C01117,R0058,2024-08-20,12,0,Italian,328,36,0,NONE,3.48,Heavy,D0125,40.0,2.0,Clear,Delivered
O049596,C04285,R0117,2024-07-26,20,0,Rolls & Wraps,331,40,0,NONE,4.81,Heavy,,,,Rain,Cancelled
O049597,C00281,R0155,2024-03-17,17,1,Healthy,79,37,0,NONE,5.73,Moderate,D0358,32.0,3.0,Clear,Delivered
O049598,C03129,R0640,2024-01-03,21,0,Chinese,322,44,0,NONE,8.65,Moderate,D0241,51.0,4.0,Clear,Delivered
O049599,C00980,R0065,2024-07-27,18,1,Continental,209,25,0,NONE,4.3,Low,D0224,35.0,3.0,Clear,Delivered
O049600,C00698,R0500,2024-12-06,20,0,Burgers,338,19,34,FEST10,2.81,Moderate,,,,Clear,Cancelled
O049601,C03818,R0456,2024-11-12,20,0,South Indian,149,24,0,NONE,2.37,Moderate,D0481,36.0,5.0,Clear,Delivered
O049602,C01355,R0794,2024-01-29,8,0,Continental,120,44,0,NONE,3.34,Moderate,,,,Clear,Cancelled
O049603,C03990,R0388,2024-04-26,14,0,North Indian,256,25,0,NONE,4.3,Moderate,D0393,43.0,4.0,Clear,Delivered
O049604,C01999,R0734,2024-06-27,16,0,North Indian,217,44,22,SAVE50,5.12,Moderate,D0422,40.0,3.0,Clear,Delivered
O049605,C00546,R0249,2024-07-01,19,0,Healthy,103,35,10,SAVE50,4.08,Low,D0112,38.0,3.0,Clear,Delivered
O049606,C00761,R0621,2024-03-10,20,1,South Indian,226,21,23,SAVE50,1.67,Heavy,D0516,49.0,2.0,Rain,Delivered
O049607,C00625,R0124,2024-09-12,16,0,Chinese,272,41,27,SAVE50,5.28,Moderate,D0303,34.0,4.0,Clear,Delivered
O049608,C03101,R0337,2024-06-30,18,1,Burgers,163,26,0,NONE,1.83,Low,,,,Rain,Cancelled
O049609,C00144,R0654,2024-11-17,21,1,South Indian,323,44,0,NONE,6.22,Heavy,D0441,57.0,2.0,Clear,Delivered
O049610,C01142,R0431,2024-04-03,8,0,Italian,112,35,11,SAVE50,6.52,Heavy,D0314,50.0,1.0,Rain,Delivered
O049611,C03202,R0511,2024-12-05,12,0,Biryani,108,18,11,SAVE50,1.61,Low,D0320,34.0,3.0,Clear,Delivered
O049612,C02596,R0493,2024-11-04,18,0,Italian,252,37,0,NONE,3.13,Low,D0263,36.0,3.0,Clear,Delivered
O049613,C03126,R0141,2024-06-03,14,0,Chinese,400,24,0,NONE,1.48,Low,D0263,29.0,4.0,Clear,Delivered
O049614,C00429,R0732,2024-10-29,20,0,Desserts,212,25,0,NONE,5.41,Moderate,D0049,48.0,1.0,Clear,Delivered
O049615,C00685,R0512,2024-08-25,15,1,Biryani,112,35,22,WELCOME20,3.67,Low,,,,Clear,Cancelled
O049616,C01105,R0185,2024-06-18,23,0,Cafe,155,26,0,NONE,3.24,Low,D0154,38.0,4.0,Clear,Delivered
O049617,C04058,R0623,2024-07-10,15,0,Burgers,304,16,0,NONE,2.63,Heavy,D0465,20.0,5.0,Clear,Delivered
O049618,C04368,R0729,2024-07-24,8,0,South Indian,97,50,19,WELCOME20,13.22,Low,D0446,55.0,3.0,Clear,Delivered
O049619,C01515,R0242,2024-03-26,15,0,Desserts,373,29,0,NONE,4.47,Heavy,D0363,38.0,4.0,Clear,Delivered
O049620,C04956,R0783,2024-02-27,20,0,Chinese,94,16,0,NONE,2.23,Low,D0413,22.0,4.0,Clear,Delivered
O049621,C03976,R0059,2024-10-20,7,1,Chinese,212,18,0,NONE,2.52,Moderate,D0075,29.0,3.0,Clear,Delivered
O049622,C03612,R0175,2024-02-02,14,0,Seafood,177,43,0,NONE,3.75,Moderate,D0191,51.0,3.0,Clear,Delivered
O049623,C02389,R0586,2024-09-14,14,1,South Indian,168,29,0,NONE,4.2,Heavy,D0418,47.0,3.0,Rain,Delivered
O049624,C00991,R0501,2024-11-24,22,1,Desserts,228,35,46,WELCOME20,3.66,Low,D0088,51.0,3.0,Clear,Delivered
O049625,C03138,R0685,2024-06-12,8,0,Pizza,188,25,0,NONE,1.14,Low,D0341,32.0,3.0,Clear,Delivered
O049626,C02193,R0154,2024-10-16,10,0,Continental,397,38,0,NONE,8.99,Moderate,,,,Rain,Cancelled
O049627,C04295,R0004,2024-11-18,16,0,Biryani,399,34,0,NONE,3.75,Moderate,D0484,56.0,1.0,Rain,Delivered
O049628,C01350,R0659,2024-04-15,21,0,North Indian,215,18,43,WELCOME20,1.42,Low,D0313,26.0,4.0,Clear,Delivered
O049629,C02549,R0716,2024-04-03,14,0,South Indian,255,25,0,NONE,3.98,Moderate,D0185,31.0,3.0,Clear,Delivered
O049630,C01779,R0224,2024-07-17,20,0,Burgers,208,64,21,FEST10,12.93,Heavy,D0204,80.0,1.0,Clear,Delivered
O049631,C00666,R0431,2024-12-04,12,0,Pizza,120,25,0,NONE,2.44,Moderate,D0245,30.0,3.0,Clear,Delivered
O049632,C01377,R0417,2024-09-16,11,0,North Indian,270,43,0,NONE,5.98,Low,D0160,36.0,3.0,Clear,Delivered
O049633,C01316,R0085,2024-03-09,21,1,Biryani,182,31,0,NONE,3.04,Low,D0310,46.0,3.0,Clear,Delivered
O049634,C02924,R0475,2024-05-29,14,0,Biryani,141,37,0,NONE,4.51,Low,D0247,34.0,4.0,Clear,Delivered
O049635,C04105,R0644,2024-08-04,20,1,Chinese,340,40,0,NONE,4.9,Low,D0514,52.0,2.0,Clear,Delivered
O049636,C02585,R0463,2024-05-19,21,1,Cafe,286,18,0,NONE,2.77,Moderate,,,,Clear,Cancelled
O049637,C02276,R0245,2024-03-13,13,0,South Indian,206,36,0,NONE,3.11,Moderate,D0157,37.0,3.0,Rain,Delivered
O049638,C03127,R0674,2024-10-30,3,0,South Indian,205,27,0,NONE,0.66,Moderate,D0522,27.0,4.0,Clear,Delivered
O049639,C01592,R0066,2024-09-14,20,1,South Indian,101,25,0,NONE,3.81,Heavy,D0479,48.0,4.0,Clear,Delivered
O049640,C00999,R0663,2024-10-20,13,1,South Indian,204,36,0,NONE,3.85,Heavy,D0010,44.0,2.0,Clear,Delivered
O049641,C01103,R0166,2024-03-02,20,1,Pizza,119,27,12,SAVE50,3.98,Heavy,D0270,45.0,3.0,Clear,Delivered
O049642,C02220,R0563,2024-02-27,17,0,Desserts,123,34,0,NONE,4.75,Moderate,D0168,29.0,4.0,Clear,Delivered
O049643,C04134,R0151,2024-02-05,19,0,Chinese,218,18,0,NONE,2.82,Moderate,D0511,47.0,4.0,Clear,Delivered
O049644,C04797,R0337,2024-09-01,17,1,Italian,180,24,0,NONE,0.91,Low,D0296,23.0,4.0,Clear,Delivered
O049645,C04183,R0072,2024-12-02,14,0,Chinese,143,30,14,SAVE50,3.49,Heavy,D0217,33.0,3.0,Clear,Delivered
O049646,C00582,R0016,2024-11-15,16,0,Chinese,93,26,9,FEST10,0.57,Heavy,D0092,17.0,5.0,Clear,Delivered
O049647,C04280,R0114,2024-04-07,20,1,Biryani,213,25,43,WELCOME20,2.12,Moderate,D0420,42.0,2.0,Clear,Delivered
O049648,C03429,R0118,2024-05-05,13,1,Biryani,98,25,0,NONE,3.13,Heavy,D0201,43.0,4.0,Clear,Delivered
O049649,C01803,R0282,2024-06-28,21,0,Pizza,205,52,0,NONE,14.0,Heavy,D0054,72.0,1.0,Clear,Delivered
O049650,C04704,R0248,2024-01-08,13,0,Biryani,93,34,0,NONE,4.87,Heavy,D0536,64.0,1.0,Rain,Delivered
O049651,C03380,R0206,2024-09-08,20,1,Seafood,192,27,19,SAVE50,3.48,Heavy,D0444,52.0,2.0,Clear,Delivered
O049652,C00987,R0465,2024-03-22,12,0,Chinese,79,36,0,NONE,4.1,Low,D0513,48.0,4.0,Clear,Delivered
O049653,C00223,R0751,2024-10-31,7,0,Biryani,103,29,10,FEST10,2.27,Low,D0110,42.0,2.0,Rain,Delivered
O049654,C01465,R0752,2024-07-12,7,0,Continental,103,42,10,SAVE50,12.45,Low,D0331,49.0,3.0,Clear,Delivered
O049655,C04382,R0567,2024-02-28,14,0,South Indian,110,38,11,SAVE50,3.65,Heavy,D0493,37.0,4.0,Clear,Delivered
O049656,C03703,R0723,2024-10-07,23,0,Desserts,132,41,0,NONE,4.54,Low,D0450,29.0,3.0,Clear,Delivered
O049657,C03911,R0007,2024-10-29,22,0,North Indian,289,25,29,SAVE50,1.03,Low,,,,Clear,Cancelled
O049658,C01580,R0797,2024-11-15,20,0,Biryani,177,41,35,WELCOME20,14.0,Moderate,D0468,77.0,1.0,Clear,Delivered
O049659,C01282,R0536,2024-02-09,6,0,Biryani,137,61,0,NONE,14.0,Moderate,,,,Clear,Cancelled
O049660,C04056,R0674,2024-06-24,23,0,Continental,143,27,14,SAVE50,2.5,Moderate,D0050,33.0,4.0,Clear,Delivered
O049661,C01501,R0779,2024-01-20,18,1,Chinese,399,36,80,WELCOME20,9.59,Low,D0409,57.0,3.0,Clear,Delivered
O049662,C03394,R0062,2024-12-19,14,0,Healthy,228,50,0,NONE,12.59,Low,D0541,65.0,1.0,Clear,Delivered
O049663,C00861,R0009,2024-06-23,18,1,Rolls & Wraps,232,34,23,SAVE50,3.55,Low,D0087,34.0,2.0,Clear,Delivered
O049664,C00525,R0612,2024-10-12,13,1,Pizza,227,19,0,NONE,2.39,Low,D0590,21.0,5.0,Clear,Delivered
O049665,C01163,R0030,2024-04-03,18,0,Burgers,114,41,0,NONE,9.51,Moderate,D0080,54.0,2.0,Clear,Delivered
O049666,C04001,R0462,2024-03-19,8,0,North Indian,137,24,0,NONE,2.68,Low,D0526,28.0,4.0,Clear,Delivered
O049667,C01527,R0110,2024-06-29,14,1,Pizza,272,37,54,WELCOME20,5.15,Low,D0449,52.0,3.0,Clear,Delivered
O049668,C01878,R0650,2024-08-15,20,0,Desserts,103,32,0,NONE,4.37,Low,D0579,30.0,3.0,Clear,Delivered
O049669,C02939,R0377,2024-04-12,12,0,Korean,79,40,0,NONE,3.87,Low,D0419,43.0,3.0,Clear,Delivered
O049670,C01978,R0243,2024-05-10,12,0,Seafood,79,28,8,FEST10,3.4,Low,D0352,52.0,3.0,Clear,Delivered
O049671,C03306,R0179,2024-06-04,11,0,Pizza,121,42,0,NONE,3.19,Moderate,D0463,22.0,3.0,Clear,Delivered
O049672,C00854,R0637,2024-01-05,14,0,Italian,173,29,0,NONE,3.69,Low,D0156,41.0,5.0,Clear,Delivered
O049673,C00972,R0758,2024-03-30,19,1,South Indian,79,50,8,FEST10,7.77,Heavy,D0171,74.0,1.0,Rain,Delivered
O049674,C02246,R0153,2024-10-16,12,0,Italian,232,25,0,NONE,2.29,Heavy,D0033,30.0,3.0,Clear,Delivered
O049675,C01808,R0282,2024-10-30,14,0,Chinese,225,39,22,SAVE50,3.86,Heavy,D0150,32.0,3.0,Clear,Delivered
O049676,C00669,R0371,2024-10-02,15,0,Italian,140,43,0,NONE,3.94,Heavy,,,,Clear,Cancelled
O049677,C04826,R0453,2024-02-22,15,0,Biryani,143,33,14,FEST10,4.45,Low,D0256,33.0,3.0,Clear,Delivered
O049678,C02283,R0132,2024-02-23,14,0,Burgers,266,28,27,FEST10,1.97,Heavy,D0090,32.0,2.0,Rain,Delivered
O049679,C00184,R0397,2024-04-26,7,0,Biryani,79,43,0,NONE,4.36,Low,D0587,42.0,3.0,Clear,Delivered
O049680,C01235,R0267,2024-03-21,18,0,Burgers,214,20,21,FEST10,2.27,Moderate,D0041,46.0,1.0,Rain,Delivered
O049681,C00701,R0317,2024-01-09,13,0,Biryani,167,27,0,NONE,2.58,Low,D0328,38.0,3.0,Clear,Delivered
O049682,C00488,R0157,2024-03-23,20,1,North Indian,168,52,0,NONE,12.18,Moderate,D0264,95.0,1.0,Rain,Delivered
O049683,C00899,R0537,2024-06-30,6,1,Biryani,79,19,0,NONE,2.52,Moderate,D0576,33.0,3.0,Clear,Delivered
