customer_id,zone,signup_date,loyalty_tier
C03757,Indiranagar,2024-06-12,Bronze
C03758,Indiranagar,2024-05-09,Gold
C03759,BTM Layout,2024-12-09,Silver
C03760,Indiranagar,2023-03-21,Bronze
C03761,Yelahanka,2024-12-07,Bronze
C03762,Whitefield,2023-02-15,Bronze
C03763,Koramangala,2024-10-02,Bronze
C03764,Indiranagar,2024-04-21,Silver
C03765,Koramangala,2023-12-18,Silver
C03766,Rajajinagar,2023-10-18,Gold
C03767,Jayanagar,2023-03-10,Bronze
C03768,Whitefield,2024-08-08,Bronze
C03769,Marathahalli,2024-06-15,Bronze
C03770,Electronic City,2024-11-15,Silver
C03771,BTM Layout,2024-06-17,Bronze
C03772,BTM Layout,2024-11-29,Bronze
C03773,Marathahalli,2024-10-09,Silver
C03774,Malleshwaram,2023-11-07,Bronze
C03775,Rajajinagar,2024-05-28,Bronze
C03776,Jayanagar,2023-07-12,Bronze
C03777,Marathahalli,2024-08-03,Silver
C03778,Koramangala,2024-03-20,Bronze
C03779,Rajajinagar,2023-11-18,Bronze
C03780,BTM Layout,2024-04-03,Bronze
C03781,Koramangala,2023-07-22,Bronze
C03782,Malleshwaram,2024-03-30,Bronze
C03783,BTM Layout,2023-12-13,Bronze
C03784,Indiranagar,2023-08-23,Bronze
C03785,Jayanagar,2024-12-13,Silver
C03786,BTM Layout,2023-02-16,Bronze
C03787,BTM Layout,2024-07-07,Bronze
C03788,Koramangala,2023-06-03,Gold
C03789,Whitefield,2023-06-12,Silver
C03790,Marathahalli,2023-04-23,Silver
C03791,Indiranagar,2023-03-16,Bronze
C03792,Whitefield,2023-04-01,Gold
C03793,Koramangala,2024-08-30,Bronze
C03794,Koramangala,2024-11-07,Gold
C03795,Jayanagar,2024-03-02,Bronze
C03796,Electronic City,2023-01-11,Bronze
C03797,Electronic City,2024-09-23,Bronze
C03798,Rajajinagar,2024-03-15,Silver
C03799,HSR Layout,2024-01-16,Bronze
C03800,Indiranagar,2024-11-22,Bronze
C03801,Koramangala,2023-10-27,Silver
C03802,Indiranagar,2023-09-20,Bronze
C03803,Whitefield,2024-07-23,Silver
C03804,Indiranagar,2024-01-20,Bronze
C03805,Koramangala,2024-06-07,Bronze
C03806,Koramangala,2024-05-22,Bronze
C03807,Marathahalli,2024-09-04,Silver
C03808,Electronic City,2023-08-20,Bronze
C03809,BTM Layout,2023-02-22,Silver
C03810,Rajajinagar,2023-12-15,Gold
C03811,Jayanagar,2024-04-17,Silver
C03812,Koramangala,2024-08-19,Silver
C03813,Jayanagar,2023-07-14,Silver
C03814,Koramangala,2024-06-28,Silver
C03815,HSR Layout,2024-08-30,Gold
C03816,HSR Layout,2024-08-13,Bronze
C03817,HSR Layout,2024-08-12,Bronze
C03818,Indiranagar,2024-12-21,Gold
C03819,Marathahalli,2024-04-27,Bronze
C03820,Malleshwaram,2023-09-28,Silver
C03821,Rajajinagar,2023-11-15,Bronze
C03822,Electronic City,2024-06-29,Silver
C03823,Jayanagar,2023-06-22,Bronze
C03824,Koramangala,2024-03-16,Bronze
C03825,Marathahalli,2024-02-23,Bronze
C03826,Jayanagar,2024-05-01,Bronze
C03827,Indiranagar,2023-11-04,Bronze
C03828,Whitefield,2024-06-24,Bronze
C03829,BTM Layout,2023-02-22,Bronze
C03830,Electronic City,2024-07-01,Bronze
C03831,HSR Layout,2024-08-15,Bronze
C03832,Electronic City,2024-10-08,Silver
C03833,HSR Layout,2024-11-04,Bronze
C03834,HSR Layout,2023-09-13,Bronze
C03835,Whitefield,2023-02-03,Gold
C03836,HSR Layout,2024-04-22,Gold
C03837,Marathahalli,2023-03-07,Bronze
C03838,Koramangala,2023-07-24,Silver
C03839,Rajajinagar,2024-05-27,Bronze
C03840,Whitefield,2024-03-10,Silver
C03841,Marathahalli,2024-03-18,Bronze
C03842,Electronic City,2024-07-02,Bronze
C03843,Electronic City,2023-05-01,Bronze
C03844,Electronic City,2024-07-31,Bronze
C03845,BTM Layout,2024-03-04,Bronze
C03846,Jayanagar,2023-11-03,Silver
C03847,Marathahalli,2023-12-05,Bronze
C03848,Marathahalli,2024-01-07,Bronze
C03849,Indiranagar,2024-02-06,Bronze
C03850,Whitefield,2023-09-01,Bronze
C03851,HSR Layout,2023-06-12,Silver
C03852,Indiranagar,2023-05-04,Bronze
C03853,Whitefield,2023-09-06,Bronze
C03854,HSR Layout,2023-07-10,Gold
C03855,Electronic City,2024-01-12,Bronze
C03856,Indiranagar,2024-10-27,Silver
C03857,Rajajinagar,2023-03-20,Bronze
C03858,HSR Layout,2023-08-14,Bronze
C03859,Marathahalli,2023-02-05,Bronze
C03860,Koramangala,2024-12-12,Gold
C03861,HSR Layout,2024-05-26,Bronze
C03862,Koramangala,2023-06-26,Silver
C03863,Marathahalli,2023-10-30,Gold
C03864,Whitefield,2024-06-11,Bronze
C03865,BTM Layout,2024-11-30,Silver
C03866,Whitefield,2024-02-23,Silver
C03867,Jayanagar,2023-07-17,Silver
C03868,Indiranagar,2024-05-23,Bronze
C03869,Electronic City,2024-05-15,Silver
C03870,HSR Layout,2024-04-15,Bronze
C03871,Whitefield,2023-02-03,Bronze
C03872,Indiranagar,2024-05-30,Silver
C03873,Koramangala,2023-01-15,Bronze
C03874,Koramangala,2024-10-23,Bronze
C03875,Yelahanka,2024-10-05,Bronze
C03876,HSR Layout,2024-02-16,Silver
C03877,Koramangala,2024-04-16,Silver
C03878,BTM Layout,2023-02-19,Bronze
C03879,Koramangala,2024-09-30,Silver
C03880,HSR Layout,2023-07-17,Bronze
C03881,Marathahalli,2023-07-11,Silver
C03882,Hebbal,2024-05-31,Bronze
C03883,Marathahalli,2024-11-16,Silver
C03884,HSR Layout,2023-12-27,Bronze
C03885,Yelahanka,2024-01-06,Bronze
C03886,Koramangala,2024-02-05,Bronze
C03887,Yelahanka,2023-08-01,Bronze
C03888,Malleshwaram,2024-03-11,Bronze
C03889,BTM Layout,2024-12-02,Gold
C03890,Indiranagar,2023-10-07,Gold
C03891,Koramangala,2024-07-18,Bronze
C03892,Marathahalli,2024-07-18,Bronze
C03893,Jayanagar,2024-09-13,Silver
C03894,Jayanagar,2024-06-12,Bronze
C03895,BTM Layout,2024-11-03,Bronze
C03896,Electronic City,2024-06-05,Bronze
C03897,Whitefield,2024-12-13,Gold
C03898,HSR Layout,2024-06-06,Silver
C03899,Koramangala,2024-09-02,Silver
C03900,Indiranagar,2024-10-11,Bronze
C03901,Koramangala,2024-12-18,Bronze
C03902,Malleshwaram,2024-03-10,Gold
C03903,Marathahalli,2024-06-02,Bronze
C03904,Jayanagar,2024-12-06,Bronze
C03905,Whitefield,2023-10-05,Silver
C03906,Marathahalli,2023-03-29,Silver
C03907,Malleshwaram,2024-10-07,Gold
C03908,Hebbal,2024-04-06,Bronze
C03909,Jayanagar,2023-11-09,Gold
C03910,Malleshwaram,2024-06-07,Bronze
C03911,Jayanagar,2023-01-24,Gold
C03912,HSR Layout,2023-12-15,Bronze
C03913,Hebbal,2023-07-13,Silver
C03914,Whitefield,2023-07-30,Bronze
C03915,HSR Layout,2024-12-08,Bronze
C03916,Whitefield,2024-02-06,Gold
C03917,Jayanagar,2023-04-13,Bronze
C03918,Jayanagar,2023-09-24,Bronze
C03919,Marathahalli,2023-06-27,Bronze
C03920,HSR Layout,2024-10-25,Silver
C03921,Indiranagar,2023-08-01,Bronze
C03922,Hebbal,2023-09-18,Bronze
C03923,Whitefield,2023-09-01,Bronze
C03924,BTM Layout,2023-05-09,Bronze
C03925,Indiranagar,2024-07-23,Bronze
C03926,Jayanagar,2024-02-25,Bronze
C03927,Jayanagar,2023-11-15,Silver
C03928,Malleshwaram,2023-10-17,Gold
C03929,Koramangala,2024-05-01,Gold
C03930,Hebbal,2023-03-12,Bronze
C03931,Jayanagar,2024-11-11,Bronze
C03932,Electronic City,2024-02-17,Bronze
C03933,Jayanagar,2023-06-16,Silver
C03934,Koramangala,2024-01-28,Silver
C03935,Jayanagar,2024-09-13,Bronze
C03936,Indiranagar,2023-05-07,Bronze
C03937,Whitefield,2024-01-18,Bronze
C03938,Electronic City,2024-03-12,Bronze
C03939,Jayanagar,2024-08-14,Bronze
C03940,Koramangala,2024-02-19,Gold
C03941,Koramangala,2024-06-21,Silver
C03942,Indiranagar,2024-07-18,Bronze
C03943,Indiranagar,2024-10-12,Gold
C03944,Electronic City,2023-09-21,Bronze
C03945,Indiranagar,2024-05-28,Bronze
C03946,Hebbal,2023-07-01,Gold
C03947,Indiranagar,2024-09-08,Gold
C03948,Koramangala,2024-11-25,Silver
C03949,Hebbal,2023-08-03,Gold
C03950,Whitefield,2024-02-14,Silver
C03951,HSR Layout,2024-08-23,Bronze
C03952,BTM Layout,2023-01-20,Silver
C03953,BTM Layout,2024-05-29,Bronze
C03954,Marathahalli,2024-08-22,Silver
C03955,Koramangala,2024-09-27,Silver
C03956,Electronic City,2023-05-24,Silver
C03957,Yelahanka,2024-07-06,Bronze
C03958,BTM Layout,2024-07-27,Bronze
C03959,Koramangala,2023-01-03,Bronze
C03960,HSR Layout,2024-05-29,Bronze
C03961,Whitefield,2024-04-02,Bronze
C03962,Koramangala,2024-12-08,Bronze
C03963,Marathahalli,2023-02-01,Bronze
C03964,Indiranagar,2024-12-05,Bronze
C03965,Whitefield,2024-02-22,Bronze
C03966,Koramangala,2023-07-20,Silver
C03967,Jayanagar,2023-10-10,Bronze
C03968,Koramangala,2024-07-13,Bronze
C03969,HSR Layout,2024-12-28,Bronze
C03970,Koramangala,2023-08-20,Gold
C03971,BTM Layout,2024-12-19,Bronze
C03972,Koramangala,2024-04-04,Bronze
C03973,Jayanagar,2023-05-21,Silver
C03974,Indiranagar,2024-03-12,Gold
C03975,Koramangala,2024-08-08,Silver
C03976,Indiranagar,2023-02-09,Bronze
C03977,Koramangala,2023-02-27,Gold
C03978,Koramangala,2023-01-04,Bronze
C03979,Jayanagar,2024-02-21,Silver
C03980,Electronic City,2023-02-12,Bronze
C03981,Koramangala,2024-11-11,Silver
C03982,HSR Layout,2023-04-04,Bronze
C03983,Electronic City,2023-02-22,Bronze
C03984,Indiranagar,2023-07-08,Silver
C03985,Whitefield,2024-07-11,Silver
C03986,Koramangala,2024-10-24,Silver
C03987,Indiranagar,2023-07-03,Bronze
C03988,HSR Layout,2024-01-14,Bronze
C03989,Yelahanka,2024-07-18,Bronze
C03990,Yelahanka,2024-08-04,Bronze
C03991,Yelahanka,2023-04-22,Bronze
C03992,HSR Layout,2024-09-03,Gold
C03993,Koramangala,2024-09-25,Silver
C03994,Whitefield,2024-06-20,Silver
C03995,Indiranagar,2024-01-20,Bronze
C03996,Koramangala,2023-10-13,Bronze
C03997,Koramangala,2024-10-11,Bronze
C03998,HSR Layout,2024-09-22,Bronze
C03999,Whitefield,2024-01-14,Silver
C04000,Indiranagar,2024-06-25,Gold
C04001,Marathahalli,2023-10-19,Bronze
C04002,Whitefield,2024-06-26,Bronze
C04003,Malleshwaram,2023-03-07,Bronze
C04004,Indiranagar,2024-10-20,Bronze
C04005,Jayanagar,2024-01-12,Silver
C04006,Indiranagar,2024-03-13,Bronze
C04007,Jayanagar,2023-05-19,Bronze
C04008,Koramangala,2024-01-21,Bronze
C04009,Indiranagar,2023-01-03,Silver
C04010,Electronic City,2024-10-11,Bronze
C04011,Indiranagar,2024-06-30,Bronze
C04012,Indiranagar,2023-11-28,Bronze
C04013,BTM Layout,2024-09-02,Silver
C04014,Koramangala,2024-08-15,Silver
C04015,Jayanagar,2023-03-28,Bronze
C04016,Jayanagar,2023-02-09,Bronze
C04017,Indiranagar,2023-07-05,Bronze
C04018,HSR Layout,2023-01-01,Bronze
C04019,Koramangala,2024-02-23,Bronze
C04020,Marathahalli,2024-01-21,Bronze
C04021,Indiranagar,2024-01-28,Silver
C04022,Indiranagar,2023-02-23,Bronze
C04023,Whitefield,2024-11-01,Bronze
C04024,Hebbal,2024-12-13,Gold
C04025,Rajajinagar,2024-03-07,Bronze
C04026,BTM Layout,2023-01-05,Bronze
C04027,Electronic City,2023-10-17,Gold
C04028,Marathahalli,2024-06-08,Bronze
C04029,HSR Layout,2024-06-30,Silver
C04030,Hebbal,2023-06-27,Bronze
C04031,Jayanagar,2024-08-23,Bronze
C04032,Whitefield,2024-12-07,Silver
C04033,Electronic City,2024-01-07,Bronze
C04034,Jayanagar,2023-10-06,Bronze
C04035,Koramangala,2024-01-20,Gold
C04036,HSR Layout,2023-01-20,Bronze
C04037,Whitefield,2024-01-18,Bronze
C04038,Malleshwaram,2023-01-20,Bronze
C04039,Whitefield,2023-01-26,Bronze
C04040,Malleshwaram,2024-02-08,Silver
C04041,HSR Layout,2024-01-08,Bronze
C04042,Rajajinagar,2024-12-21,Gold
C04043,Koramangala,2024-01-06,Silver
C04044,BTM Layout,2024-12-16,Bronze
C04045,HSR Layout,2024-08-12,Bronze
C04046,Indiranagar,2023-09-04,Bronze
C04047,Indiranagar,2024-11-07,Silver
C04048,Indiranagar,2023-12-19,Gold
C04049,Whitefield,2024-03-10,Silver
C04050,Marathahalli,2023-03-15,Bronze
C04051,BTM Layout,2023-06-05,Bronze
C04052,Marathahalli,2024-01-17,Gold
C04053,Jayanagar,2023-07-18,Gold
C04054,HSR Layout,2024-03-13,Bronze
C04055,Malleshwaram,2023-02-28,Gold
C04056,Malleshwaram,2023-07-03,Silver
C04057,Whitefield,2024-04-30,Gold
C04058,BTM Layout,2024-03-22,Gold
C04059,HSR Layout,2024-12-19,Silver
C04060,Rajajinagar,2024-10-18,Gold
C04061,BTM Layout,2024-08-14,Bronze
C04062,Marathahalli,2023-01-01,Silver
C04063,Indiranagar,2024-03-15,Silver
C04064,Electronic City,2023-06-17,Silver
C04065,Koramangala,2023-07-14,Bronze
C04066,Rajajinagar,2023-06-03,Bronze
C04067,Whitefield,2023-11-29,Bronze
C04068,Marathahalli,2023-04-01,Bronze
C04069,Hebbal,2024-01-24,Silver
C04070,Indiranagar,2023-05-02,Bronze
C04071,HSR Layout,2024-01-01,Bronze
C04072,Electronic City,2024-04-01,Silver
C04073,HSR Layout,2023-05-12,Bronze
C04074,Indiranagar,2023-03-16,Gold
C04075,Koramangala,2024-08-11,Bronze
C04076,HSR Layout,2024-06-23,Bronze
C04077,Electronic City,2023-07-10,Silver
C04078,Electronic City,2024-10-09,Gold
C04079,Koramangala,2023-06-11,Silver
C04080,HSR Layout,2024-11-07,Gold
C04081,Whitefield,2023-03-24,Gold
C04082,Indiranagar,2024-04-26,Bronze
C04083,Marathahalli,2023-01-14,Gold
C04084,Whitefield,2023-05-25,Bronze
C04085,Jayanagar,2023-10-23,Bronze
C04086,BTM Layout,2023-03-04,Bronze
C04087,Jayanagar,2023-11-30,Silver
C04088,Electronic City,2023-06-19,Bronze
C04089,Koramangala,2023-03-14,Gold
C04090,Indiranagar,2024-12-03,Bronze
C04091,Koramangala,2024-12-17,Bronze
C04092,Rajajinagar,2024-12-03,Bronze
C04093,Malleshwaram,2023-04-23,Bronze
C04094,Indiranagar,2023-10-06,Silver
C04095,Indiranagar,2023-08-28,Bronze
C04096,Whitefield,2023-08-26,Bronze
C04097,Electronic City,2023-11-01,Silver
C04098,Electronic City,2024-01-08,Silver
C04099,Marathahalli,2023-12-21,Bronze
C04100,Hebbal,2023-08-01,Silver
C04101,Whitefield,2024-12-16,Silver
C04102,Electronic City,2024-12-16,Silver
C04103,Jayanagar,2023-08-30,Silver
C04104,Whitefield,2023-06-11,Bronze
C04105,Hebbal,2024-01-24,Bronze
C04106,Koramangala,2023-09-27,Bronze
C04107,Marathahalli,2024-12-21,Bronze
C04108,Marathahalli,2023-11-10,Gold
C04109,Hebbal,2023-01-30,Bronze
C04110,Jayanagar,2023-04-02,Gold
C04111,Whitefield,2023-02-24,Silver
C04112,Malleshwaram,2023-10-07,Bronze
C04113,Rajajinagar,2023-08-20,Bronze
C04114,Jayanagar,2024-09-17,Bronze
C04115,Rajajinagar,2024-10-12,Silver
C04116,Indiranagar,2023-04-13,Bronze
C04117,Electronic City,2024-11-20,Gold
C04118,Hebbal,2024-03-02,Bronze
C04119,Whitefield,2023-08-12,Gold
C04120,HSR Layout,2023-10-24,Bronze
C04121,BTM Layout,2023-11-19,Silver
C04122,Rajajinagar,2023-05-05,Silver
C04123,Hebbal,2024-09-25,Bronze
C04124,Whitefield,2023-01-10,Silver
C04125,Yelahanka,2023-02-20,Silver
C04126,Koramangala,2023-07-19,Bronze
C04127,Jayanagar,2023-04-15,Bronze
C04128,HSR Layout,2023-02-15,Gold
C04129,Rajajinagar,2023-10-07,Silver
C04130,Hebbal,2023-10-03,Gold
C04131,Marathahalli,2023-04-02,Silver
C04132,Electronic City,2024-08-14,Bronze
C04133,HSR Layout,2024-10-06,Bronze
C04134,Jayanagar,2024-06-09,Bronze
C04135,Jayanagar,2024-01-17,Bronze
C04136,Koramangala,2024-11-22,Silver
C04137,Jayanagar,2023-09-13,Silver
C04138,Malleshwaram,2023-11-08,Bronze
C04139,Marathahalli,2023-01-11,Bronze
C04140,Rajajinagar,2024-05-31,Bronze
C04141,HSR Layout,2023-03-09,Bronze
C04142,Jayanagar,2024-04-30,Bronze
C04143,Koramangala,2024-07-25,Silver
C04144,Whitefield,2023-06-08,Bronze
C04145,HSR Layout,2024-03-22,Bronze
C04146,Indiranagar,2023-08-10,Gold
C04147,Koramangala,2023-10-18,Silver
C04148,Marathahalli,2024-01-22,Bronze
C04149,HSR Layout,2023-07-02,Silver
C04150,HSR Layout,2024-08-04,Bronze
C04151,Indiranagar,2023-10-16,Silver
C04152,Jayanagar,2023-12-04,Bronze
C04153,HSR Layout,2024-08-17,Silver
C04154,HSR Layout,2023-06-16,Bronze
C04155,Electronic City,2023-11-27,Silver
C04156,Koramangala,2024-12-26,Bronze
C04157,Hebbal,2023-10-19,Bronze
C04158,Koramangala,2023-03-26,Gold
C04159,HSR Layout,2023-07-27,Gold
C04160,Indiranagar,2024-11-28,Gold
C04161,Jayanagar,2024-07-08,Silver
C04162,Whitefield,2024-08-13,Bronze
C04163,Hebbal,2023-07-05,Silver
C04164,HSR Layout,2024-09-04,Bronze
C04165,Electronic City,2023-10-15,Bronze
C04166,Indiranagar,2024-08-03,Bronze
C04167,Koramangala,2024-10-05,Silver
C04168,HSR Layout,2023-06-01,Bronze
C04169,Jayanagar,2024-11-16,Bronze
C04170,HSR Layout,2024-04-06,Bronze
C04171,BTM Layout,2024-06-17,Bronze
C04172,Marathahalli,2024-07-06,Bronze
C04173,Yelahanka,2023-05-03,Silver
C04174,Whitefield,2024-06-28,Gold
C04175,Rajajinagar,2023-06-05,Bronze
C04176,Jayanagar,2023-07-18,Silver
C04177,Electronic City,2023-03-27,Gold
C04178,Yelahanka,2023-05-13,Bronze
C04179,Electronic City,2024-12-15,Silver
C04180,Hebbal,2023-08-28,Bronze
C04181,Marathahalli,2023-10-10,Bronze
C04182,Koramangala,2023-12-17,Silver
C04183,Marathahalli,2024-06-04,Bronze
C04184,HSR Layout,2024-02-23,Bronze
C04185,Hebbal,2024-01-27,Silver
C04186,Rajajinagar,2024-09-02,Bronze
C04187,Koramangala,2023-12-29,Silver
C04188,Koramangala,2024-07-15,Bronze
C04189,Koramangala,2024-10-26,Gold
C04190,Jayanagar,2024-05-08,Silver
C04191,Koramangala,2023-01-26,Bronze
C04192,Marathahalli,2023-07-12,Bronze
C04193,Jayanagar,2024-03-26,Bronze
C04194,Malleshwaram,2023-12-16,Silver
C04195,Indiranagar,2023-07-27,Bronze
C04196,Jayanagar,2023-09-02,Silver
C04197,Koramangala,2023-02-27,Bronze
C04198,Hebbal,2023-06-21,Bronze
C04199,Indiranagar,2024-07-25,Bronze
C04200,Koramangala,2023-01-08,Gold
C04201,Indiranagar,2024-09-02,Silver
C04202,Rajajinagar,2023-09-05,Silver
C04203,Koramangala,2024-08-12,Bronze
C04204,Electronic City,2023-07-06,Bronze
C04205,Marathahalli,2024-08-28,Bronze
C04206,Rajajinagar,2024-02-22,Silver
C04207,Indiranagar,2024-09-13,Bronze
C04208,Koramangala,2023-02-15,Bronze
C04209,HSR Layout,2024-08-05,Bronze
C04210,Indiranagar,2023-07-17,Bronze
C04211,Marathahalli,2023-09-19,Silver
C04212,Whitefield,2023-02-02,Silver
C04213,HSR Layout,2024-11-27,Bronze
C04214,Koramangala,2024-04-13,Bronze
C04215,Jayanagar,2024-12-17,Bronze
C04216,Indiranagar,2024-02-19,Gold
C04217,Marathahalli,2023-04-26,Bronze
C04218,Koramangala,2023-09-04,Bronze
C04219,Yelahanka,2023-11-18,Bronze
C04220,Marathahalli,2023-04-18,Silver
C04221,Indiranagar,2024-11-10,Bronze
C04222,Koramangala,2024-11-30,Bronze
C04223,Whitefield,2024-02-16,Gold
C04224,Koramangala,2024-03-02,Silver
C04225,Indiranagar,2024-05-28,Bronze
C04226,Hebbal,2024-05-10,Bronze
C04227,Electronic City,2023-02-15,Bronze
C04228,Indiranagar,2024-01-23,Bronze
C04229,Jayanagar,2024-07-21,Silver
C04230,Indiranagar,2024-08-11,Bronze
C04231,Yelahanka,2024-03-11,Bronze
C04232,Koramangala,2024-10-16,Bronze
C04233,Marathahalli,2024-03-03,Silver
C04234,Rajajinagar,2023-10-07,Silver
C04235,Koramangala,2023-11-20,Gold
C04236,Indiranagar,2024-05-18,Silver
C04237,Whitefield,2024-10-09,Bronze
C04238,Hebbal,2023-06-17,Bronze
C04239,Jayanagar,2023-08-03,Silver
C04240,Electronic City,2024-04-20,Silver
C04241,Rajajinagar,2024-07-11,Bronze
C04242,Malleshwaram,2023-10-19,Silver
C04243,HSR Layout,2024-04-14,Bronze
C04244,Jayanagar,2023-01-05,Gold
C04245,Marathahalli,2023-08-01,Silver
C04246,Indiranagar,2024-11-28,Silver
C04247,Malleshwaram,2024-02-25,Bronze
C04248,Koramangala,2024-09-25,Bronze
C04249,Indiranagar,2023-06-08,Bronze
C04250,Rajajinagar,2023-08-01,Bronze
C04251,Whitefield,2024-12-12,Bronze
C04252,Koramangala,2024-12-29,Gold
C04253,Indiranagar,2024-10-02,Bronze
C04254,Jayanagar,2023-08-20,Gold
C04255,Malleshwaram,2024-08-08,Bronze
C04256,Koramangala,2023-12-01,Silver
C04257,Koramangala,2024-09-08,Gold
C04258,HSR Layout,2024-09-13,Bronze
C04259,BTM Layout,2023-11-14,Silver
C04260,Indiranagar,2023-08-11,Bronze
C04261,BTM Layout,2024-12-12,Bronze
C04262,Hebbal,2023-11-25,Silver
C04263,Whitefield,2023-11-12,Bronze
C04264,Malleshwaram,2024-04-30,Bronze
C04265,Marathahalli,2024-11-14,Bronze
C04266,Jayanagar,2023-04-06,Bronze
C04267,HSR Layout,2024-12-19,Silver
C04268,Malleshwaram,2023-11-05,Bronze
C04269,Rajajinagar,2023-01-19,Bronze
C04270,Rajajinagar,2023-08-14,Silver
C04271,Yelahanka,2023-12-04,Gold
C04272,HSR Layout,2024-05-09,Silver
C04273,Rajajinagar,2024-02-18,Silver
C04274,Hebbal,2023-04-10,Bronze
C04275,Indiranagar,2023-12-23,Bronze
C04276,Koramangala,2023-06-19,Silver
C04277,HSR Layout,2023-07-16,Bronze
C04278,Malleshwaram,2024-06-03,Bronze
C04279,Whitefield,2024-08-09,Bronze
C04280,Marathahalli,2023-04-25,Bronze
C04281,Koramangala,2024-03-15,Gold
C04282,Whitefield,2023-11-05,Bronze
C04283,Electronic City,2023-09-03,Bronze
C04284,Koramangala,2024-06-04,Silver
C04285,Hebbal,2023-07-01,Bronze
C04286,Koramangala,2024-07-12,Bronze
C04287,Hebbal,2023-10-20,Silver
C04288,Indiranagar,2023-03-11,Bronze
C04289,Yelahanka,2024-08-01,Bronze
C04290,Electronic City,2024-09-13,Bronze
C04291,Koramangala,2024-02-16,Bronze
C04292,Koramangala,2024-06-12,Silver
C04293,Koramangala,2023-04-18,Silver
C04294,Electronic City,2023-09-05,Bronze
C04295,Rajajinagar,2023-09-13,Bronze
C04296,HSR Layout,2024-07-11,Gold
C04297,HSR Layout,2023-09-14,Gold
C04298,Electronic City,2024-06-15,Bronze
C04299,Jayanagar,2023-08-12,Gold
C04300,Marathahalli,2024-03-14,Bronze
C04301,HSR Layout,2023-06-03,Bronze
C04302,Marathahalli,2024-02-12,Bronze
C04303,Yelahanka,2023-02-28,Bronze
C04304,Whitefield,2024-06-20,Silver
C04305,Koramangala,2023-01-22,Silver
C04306,Koramangala,2024-12-30,Bronze
C04307,Jayanagar,2024-09-04,Bronze
C04308,Whitefield,2024-02-27,Silver
C04309,BTM Layout,2024-10-25,Silver
C04310,Electronic City,2024-08-13,Silver
C04311,Jayanagar,2023-04-15,Bronze
C04312,Rajajinagar,2024-06-27,Bronze
C04313,Indiranagar,2023-10-03,Gold
C04314,Malleshwaram,2024-09-16,Silver
C04315,Koramangala,2024-09-22,Bronze
C04316,Electronic City,2024-11-27,Gold
C04317,BTM Layout,2023-11-26,Bronze
C04318,Rajajinagar,2023-05-21,Bronze
C04319,Malleshwaram,2023-04-02,Gold
C04320,HSR Layout,2023-05-01,Bronze
C04321,Malleshwaram,2024-12-25,Bronze
C04322,Jayanagar,2024-03-04,Silver
C04323,Electronic City,2023-09-14,Silver
C04324,Koramangala,2023-11-24,Bronze
C04325,Indiranagar,2023-05-07,Silver
C04326,Jayanagar,2024-02-21,Gold
C04327,Koramangala,2023-11-07,Silver
C04328,Marathahalli,2024-08-05,Bronze
C04329,Malleshwaram,2023-01-16,Bronze
C04330,BTM Layout,2024-11-11,Silver
C04331,Koramangala,2023-02-14,Bronze
C04332,BTM Layout,2023-11-01,Bronze
C04333,Koramangala,2023-09-06,Bronze
C04334,HSR Layout,2024-06-08,Bronze
C04335,Malleshwaram,2024-04-25,Bronze
C04336,Koramangala,2023-05-24,Gold
C04337,Koramangala,2023-12-25,Bronze
C04338,Koramangala,2024-01-26,Bronze
C04339,Jayanagar,2023-12-05,Gold
C04340,Malleshwaram,2023-01-16,Bronze
C04341,Koramangala,2023-05-11,Silver
C04342,Koramangala,2024-01-03,Bronze
C04343,Jayanagar,2023-07-10,Bronze
C04344,Indiranagar,2024-02-03,Bronze
C04345,Marathahalli,2023-04-30,Bronze
C04346,BTM Layout,2024-06-20,Silver
C04347,Rajajinagar,2023-05-18,Bronze
C04348,Hebbal,2024-04-19,Gold
C04349,Jayanagar,2024-09-02,Bronze
C04350,Malleshwaram,2023-09-19,Bronze
C04351,Indiranagar,2023-04-12,Bronze
C04352,Koramangala,2023-01-05,Gold
C04353,Electronic City,2023-09-21,Silver
C04354,Koramangala,2023-03-26,Bronze
C04355,Hebbal,2024-10-05,Bronze
C04356,Marathahalli,2024-12-11,Bronze
C04357,BTM Layout,2024-12-16,Bronze
C04358,Whitefield,2024-11-04,Silver
C04359,HSR Layout,2024-03-04,Bronze
C04360,Marathahalli,2023-08-26,Bronze
C04361,Indiranagar,2023-11-22,Silver
C04362,Jayanagar,2023-07-08,Bronze
C04363,Electronic City,2024-09-05,Silver
C04364,Yelahanka,2023-11-15,Silver
C04365,Marathahalli,2023-10-09,Bronze
C04366,Koramangala,2024-05-18,Bronze
C04367,HSR Layout,2023-09-30,Bronze
C04368,Electronic City,2023-09-18,Silver
C04369,Koramangala,2023-06-15,Bronze
C04370,HSR Layout,2023-02-19,Bronze
C04371,Whitefield,2023-01-28,Silver
C04372,Koramangala,2023-10-22,Bronze
C04373,Jayanagar,2024-12-27,Bronze
C04374,Indiranagar,2023-07-10,Bronze
C04375,Electronic City,2024-04-12,Silver
C04376,Indiranagar,2023-08-26,Silver
C04377,Marathahalli,2023-08-09,Bronze
C04378,Indiranagar,2023-04-29,Bronze
C04379,Hebbal,2024-02-16,Silver
C04380,Koramangala,2024-04-25,Bronze
C04381,Jayanagar,2023-09-13,Bronze
C04382,Whitefield,2024-01-20,Silver
